No., Glass No., Data Source, Year, Data Source Number, SiO2, Al2O3, MgO, CaO, Na2O, Liquidus Temperature ( C ), Liquidus Temperature (Predictive Value), Liquidus Temperature (Residual)
3624, GP03-392384, US Patent    Jushi Group (CN), 2018, A0086661, 60.88, 9.31, 10.94, 16.93, 0.5, 1194.0, , 
3625, GP03-392385, US Patent    Jushi Group (CN), 2018, A0086661, 60.16, 9.61, 11.41, 16.82, 0.49, 1192.0, , 
3626, GP03-392387, US Patent    Jushi Group (CN), 2018, A0086661, 60.71, 9.43, 10.94, 16.92, 0.55, 1195.0, , 
3627, GP03-392388, US Patent    Jushi Group (CN), 2018, A0086661, 61.09, 9.1, 11.37, 16.45, 0.43, 1193.0, , 
3628, GP03-392469, US Patent    Jushi Group (CN), 2018, A0118608, 62.12, 9.39, 13.16, 13.05, 0.21, 1198.0, , 
3629, GP03-392470, US Patent    Jushi Group (CN), 2018, A0118608, 61.58, 9.4, 13.79, 12.85, 0.21, 1200.0, , 
3630, GP03-392471, US Patent    Jushi Group (CN), 2018, A0118608, 61.51, 9.39, 13.08, 12.96, 0.21, 1197.0, , 
3631, GP03-392472, US Patent    Jushi Group (CN), 2018, A0118608, 60.93, 9.6, 12.52, 14.54, 0.25, 1196.0, , 
3632, GP03-392473, US Patent    Jushi Group (CN), 2018, A0118608, 62.15, 9.33, 12.78, 13.18, 0.21, 1196.0, , 
3633, GP03-392474, US Patent    Jushi Group (CN), 2018, A0118608, 61.57, 9.16, 12.64, 14.28, 0.21, 1198.0, , 
3634, GP03-392475, US Patent    Jushi Group (CN), 2018, A0118608, 61.1, 9.17, 12.5, 14.94, 0.21, 1200.0, , 
3635, GP03-392476, US Patent    Jushi Group (CN), 2018, A0118611, 60.97, 9.34, 11.29, 17.09, 0.21, 1196.0, , 
3636, GP03-392477, US Patent    Jushi Group (CN), 2018, A0118611, 59.98, 8.87, 12.12, 17.97, 0.29, 1194.0, , 
3637, GP03-392478, US Patent    Jushi Group (CN), 2018, A0118611, 59.96, 9.39, 11.73, 17.51, 0.25, 1193.0, , 
3638, GP03-392479, US Patent    Jushi Group (CN), 2018, A0118611, 62.12, 9.64, 9.81, 16.75, 0.21, 1201.0, , 
3639, GP03-392480, US Patent    Jushi Group (CN), 2018, A0118611, 61.69, 10.0, 10.72, 15.53, 0.28, 1195.0, , 
3640, GP03-392481, US Patent    Jushi Group (CN), 2018, A0118611, 61.21, 9.29, 11.13, 17.0, 0.35, 1197.0, , 
3641, GP03-392486, US Patent    Jushi Group (CN), 2018, A0118611, 61.43, 9.18, 10.84, 16.89, 0.22, 1195.0, , 
3642, GP03-392547, US Patent    Others, 2018, A0127306, 61.16, 6.59, 4.61, 22.51, 2.82, 1235.0, , 
3643, GP03-392548, US Patent    Others, 2018, A0127306, 64.18, 6.91, , 15.79, 9.46, 1190.0, , 
3644, GP03-392549, US Patent    Others, 2018, A0127306, 64.28, 6.92, , 14.69, 10.39, 1185.0, , 
3645, GP02-392552, US Patent    Others, 2018, A0127306, 64.37, 6.97, 4.65, 8.9, 10.29, 1085.0, , 
3646, GP02-392553, US Patent    Others, 2018, A0127306, 67.33, 7.44, 4.04, 4.98, 13.36, 1170.0, , 
3647, GP02-392554, US Patent    Others, 2018, A0127306, 64.98, 7.01, , 12.36, 11.99, 1135.0, , 
3648, GP02-392555, US Patent    Others, 2018, A0127306, 64.23, 6.93, 4.63, 8.89, 11.85, 1090.0, , 
3649, GP02-392556, US Patent    Others, 2018, A0127306, 64.1, 6.9, , 13.16, 12.59, 1130.0, , 
3650, GP02-392557, US Patent    Others, 2018, A0127306, 63.15, 6.8, 4.63, 9.64, 12.41, 1120.0, , 
3651, GP02-392601, US Patent    Corning Inc. (US), 2018, A0147114, 76.27, 6.4, 5.4, 0.2, 9.8, 1070.0, , 
3652, GP03-394752, US Patent    PPG Industries (US), 2018, A10035727, 63.42, 9.34, 9.63, 14.57, 0.05, 1197.0, , 
3653, GP03-394753, US Patent    PPG Industries (US), 2018, A10035727, 64.1, 9.58, 9.67, 14.0, 0.05, 1198.0, , 
3654, GP03-394754, US Patent    PPG Industries (US), 2018, A10035727, 64.61, 11.13, 11.49, 8.65, 0.2, 1194.0, , 
3655, GP03-394755, US Patent    PPG Industries (US), 2018, A10035727, 61.72, 9.47, 13.38, 12.21, 0.2, 1195.0, , 
3656, GP03-394757, US Patent    PPG Industries (US), 2018, A10035727, 63.57, 10.85, 10.11, 12.42, 0.18, 1232.0, , 
3657, GP03-394758, US Patent    PPG Industries (US), 2018, A10035727, 62.83, 10.82, 16.91, 7.05, 0.02, 1276.0, , 
3658, GP03-394759, US Patent    PPG Industries (US), 2018, A10035727, 62.45, 10.67, 16.8, 6.61, 0.04, 1237.0, , 
3659, GP03-394761, US Patent    PPG Industries (US), 2018, A10035727, 63.11, 11.33, 15.94, 6.11, 0.04, 1233.0, , 
3660, GP03-394762, US Patent    PPG Industries (US), 2018, A10035727, 60.02, 9.04, 12.09, 15.4, 0.03, 1212.0, , 
3661, GP03-394763, US Patent    PPG Industries (US), 2018, A10035727, 66.54, 8.39, 0.26, 22.47, 0.01, 1272.0, , 
3662, GP03-394765, US Patent    PPG Industries (US), 2018, A10035727, 65.66, 9.91, 16.49, 4.91, 0.04, 1267.0, , 
3663, GP03-394766, US Patent    PPG Industries (US), 2018, A10035727, 64.87, 11.15, 13.03, 6.84, 0.04, 1185.0, , 
3664, GP03-394767, US Patent    PPG Industries (US), 2018, A10035727, 63.92, 10.34, 15.94, 5.24, 0.04, 1235.0, , 
3665, GP03-394768, US Patent    PPG Industries (US), 2018, A10035727, 63.01, 10.27, 18.6, 4.47, 0.04, 1242.0, , 
3666, GP03-394770, US Patent    PPG Industries (US), 2018, A10035727, 64.9, 10.47, 15.95, 5.34, 0.04, 1234.0, , 
3667, GP03-394771, US Patent    PPG Industries (US), 2018, A10035727, 65.21, 9.77, 17.66, 4.25, 0.04, 1263.0, , 
3668, GP03-394772, US Patent    PPG Industries (US), 2018, A10035727, 64.87, 11.15, 13.03, 6.84, 0.04, 1185.0, , 
3669, GP03-394773, US Patent    PPG Industries (US), 2018, A10035727, 66.49, 11.42, 10.18, 6.99, 0.04, 1153.0, , 
3670, GP03-394774, US Patent    PPG Industries (US), 2018, A10035727, 63.92, 10.34, 15.94, 5.24, 0.04, 1235.0, , 
3671, GP03-394831, US Patent    PPG Industries (US), 2018, A10065883, 63.42, 9.34, 9.63, 14.57, 0.05, 1197.0, , 
3672, GP03-394832, US Patent    PPG Industries (US), 2018, A10065883, 63.66, 9.37, 9.66, 14.63, 0.05, 1197.0, , 
3673, GP03-394833, US Patent    PPG Industries (US), 2018, A10065883, 63.77, 9.39, 9.68, 14.65, 0.05, 1199.0, , 
3674, GP03-394834, US Patent    PPG Industries (US), 2018, A10065883, 64.1, 9.58, 9.67, 14.0, 0.05, 1198.0, , 
3675, GP03-394835, US Patent    PPG Industries (US), 2018, A10065883, 62.1, 9.8, 13.3, 10.73, 0.19, 1355.0, , 
3676, GP03-394836, US Patent    PPG Industries (US), 2018, A10065883, 64.61, 11.13, 11.49, 8.65, 0.2, 1194.0, , 
3677, GP03-394837, US Patent    PPG Industries (US), 2018, A10065883, 64.8, 11.16, 11.53, 8.67, 0.2, 1197.0, , 
3678, GP03-394838, US Patent    PPG Industries (US), 2018, A10065883, 61.41, 9.42, 13.31, 12.15, 0.2, 1240.0, , 
3679, GP03-394839, US Patent    PPG Industries (US), 2018, A10065883, 61.72, 9.47, 13.38, 12.21, 0.2, 1195.0, , 
3680, GP03-394840, US Patent    PPG Industries (US), 2018, A10065883, 66.56, 9.41, 13.2, 6.45, 0.19, 1260.0, , 
3681, GP03-394841, US Patent    PPG Industries (US), 2018, A10065883, 63.08, 10.8, 17.71, 5.65, 1.15, 1268.0, , 
3682, GP03-394843, US Patent    PPG Industries (US), 2018, A10065883, 61.47, 9.46, 11.92, 14.31, 0.03, 1212.0, , 
3683, GP03-394844, US Patent    PPG Industries (US), 2018, A10065883, 62.31, 10.64, 16.93, 7.12, 0.17, 1232.0, , 
3684, GP03-394845, US Patent    PPG Industries (US), 2018, A10065883, 62.83, 10.82, 16.91, 7.05, 0.02, 1276.0, , 
3685, GP03-394846, US Patent    PPG Industries (US), 2018, A10065883, 61.99, 10.61, 16.76, 6.46, 0.05, 1235.0, , 
3686, GP03-394848, US Patent    PPG Industries (US), 2018, A10065883, 63.16, 10.88, 16.56, 5.54, 0.04, 1232.0, , 
3687, GP03-394851, US Patent    PPG Industries (US), 2018, A10065883, 63.11, 11.33, 15.94, 6.11, 0.04, 1233.0, , 
3688, GP03-394852, US Patent    PPG Industries (US), 2018, A10065883, 64.21, 11.27, 15.83, 5.15, 0.04, 1240.0, , 
3689, GP03-394853, US Patent    PPG Industries (US), 2018, A10065883, 60.02, 9.04, 12.09, 15.4, 0.03, 1212.0, , 
3690, GP03-394854, US Patent    PPG Industries (US), 2018, A10065883, 66.54, 8.39, 0.26, 22.47, 0.01, 1272.0, , 
3691, GP03-394855, US Patent    PPG Industries (US), 2018, A10065883, 61.99, 9.0, 12.01, 13.9, , 1337.0, , 
3692, GP03-394856, US Patent    PPG Industries (US), 2018, A10065883, 62.0, 9.0, 11.99, 13.9, , 1204.0, , 
3693, GP03-394857, US Patent    PPG Industries (US), 2018, A10065883, 65.66, 9.91, 16.49, 4.91, 0.04, 1267.0, , 
3694, GP02-394941, Japanese Patent    Others, 2018, A158882, 63.8, 10.8, 8.3, , 14.3, 1050.0, , 
3695, GP02-395246, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 68.36, 6.79, 6.24, 4.49, 10.66, 1084.0, , 
3696, GP02-395247, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 67.38, 6.79, 6.09, 4.6, 11.68, 1050.0, , 
3697, GP02-395249, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 66.58, 7.44, 6.27, 4.51, 11.73, 1068.0, , 
3698, GP03-395250, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 65.9, 5.4, 5.92, 9.5, 12.84, 1120.0, , 
3699, GP03-395251, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 68.75, 3.59, 6.06, 9.36, 9.85, 1087.0, , 
3700, GP03-395252, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 66.84, 8.09, 6.3, 4.53, 10.75, 1112.0, , 
3701, GP02-395253, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 66.27, 7.96, 9.45, 2.12, 12.09, 1107.0, , 
3702, GP02-395254, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 69.06, 8.1, 6.31, 2.27, 10.77, 1075.0, , 
3703, GP02-395256, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 67.55, 6.81, 6.42, 4.39, 10.69, 1055.0, , 
3704, GP02-395258, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 64.77, 8.1, 6.3, 4.53, 12.81, 1056.0, , 
3705, GP02-395260, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 70.63, 4.17, 6.03, 4.34, 14.71, 884.0, , 
3706, GP02-395261, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 62.9, 7.32, 6.17, 4.43, 19.06, 979.0, , 
3707, GP02-395262, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 62.9, 11.02, 4.94, 2.52, 18.02, 965.0, , 
3708, GP02-395263, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 60.79, 9.02, 6.56, 4.04, 19.0, 968.0, , 
3709, GP02-395264, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 62.87, 8.75, 6.8, 4.2, 13.88, 1025.0, , 
3710, GP02-395266, Japanese Patent    Nippon Electric Glass (J), 2018, A197191, 60.64, 9.01, 6.56, 4.04, 18.99, 960.0, , 
3711, GP02-395352, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 68.36, 6.79, 6.24, 4.49, 10.66, 1084.0, , 
3712, GP02-395353, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 67.38, 6.79, 6.09, 4.6, 11.68, 1050.0, , 
3713, GP02-395355, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 66.58, 7.44, 6.27, 4.51, 11.73, 1068.0, , 
3714, GP02-395356, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 62.95, 8.76, 6.33, 4.55, 13.9, 1026.0, , 
3715, GP03-395357, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 65.9, 5.4, 5.92, 9.5, 12.84, 1120.0, , 
3716, GP03-395358, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 68.75, 3.59, 6.06, 9.36, 9.85, 1087.0, , 
3717, GP02-395359, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 66.84, 8.09, 6.3, 4.53, 10.75, 1112.0, , 
3718, GP02-395360, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 66.29, 8.02, 9.21, 2.36, 10.66, 1139.0, , 
3719, GP02-395361, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 69.69, 8.18, 3.18, 4.57, 10.86, 1038.0, , 
3720, GP02-395363, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 66.28, 6.79, 6.4, 4.38, 12.69, 1045.0, , 
3721, GP02-395364, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 66.81, 6.84, 6.14, 4.64, 10.74, 1055.0, , 
3722, GP02-395365, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 64.77, 8.1, 6.3, 4.53, 12.81, 1056.0, , 
3723, GP02-395366, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 70.63, 4.17, 6.03, 4.34, 14.71, 1056.0, , 
3724, GP02-395367, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 74.14, 1.17, 5.91, 4.25, 14.42, 983.0, , 
3725, GP02-395368, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 64.84, 9.0, 6.01, , 18.0, 850.0, , 
3726, GP02-395369, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 60.79, 9.02, 6.56, 4.04, 19.0, 968.0, , 
3727, GP02-395370, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 64.67, 8.08, 6.92, 4.07, 12.78, 1050.0, , 
3728, GP02-395371, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 69.04, 4.2, 6.38, 4.15, 14.81, 1050.0, , 
3729, GP02-395373, Japanese Patent    Nippon Electric Glass (J), 2018, A203616, 60.64, 9.01, 6.56, 4.04, 18.99, 960.0, , 
3730, GP03-395374, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.63, 10.2, 14.67, 9.87, 0.23, 1205.0, , 
3731, GP03-395375, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.88, 10.52, 16.17, 8.5, 0.21, 1206.0, , 
3732, GP03-395376, Japanese Patent    Jushi Group (CN), 2018, A517653, 62.21, 10.22, 15.59, 8.18, 0.21, 1199.0, , 
3733, GP03-395377, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.47, 10.19, 14.5, 10.75, 0.23, 1200.0, , 
3734, GP03-395378, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.29, 10.22, 14.88, 11.15, 0.21, 1208.0, , 
3735, GP03-395379, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.45, 11.94, 15.75, 7.58, 0.19, 1200.0, , 
3736, GP03-395380, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.24, 9.92, 18.78, 6.75, 0.23, 1220.0, , 
3737, GP03-395381, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.7, 10.4, 16.8, 7.61, 0.21, 1206.0, , 
3738, GP03-395382, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.86, 10.49, 16.86, 7.74, 0.23, 1212.0, , 
3739, GP03-395383, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.34, 10.24, 15.1, 11.08, 0.21, 1204.0, , 
3740, GP03-395384, Japanese Patent    Jushi Group (CN), 2018, A517653, 62.03, 10.28, 14.64, 10.07, 0.32, 1202.0, , 
3741, GP03-395385, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.82, 10.36, 14.5, 11.09, 0.21, 1206.0, , 
3742, GP03-395386, Japanese Patent    Jushi Group (CN), 2018, A517653, 62.04, 10.11, 14.85, 10.12, 0.21, 1205.0, , 
3743, GP03-395387, Japanese Patent    Jushi Group (CN), 2018, A517653, 62.88, 9.84, 14.89, 9.38, 0.21, 1203.0, , 
3744, GP03-395388, Japanese Patent    Jushi Group (CN), 2018, A517653, 62.12, 10.83, 16.38, 6.56, 0.3, 1213.0, , 
3745, GP03-395389, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.44, 10.19, 14.27, 11.14, 0.22, 1210.0, , 
3746, GP03-395390, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.63, 10.2, 14.67, 9.87, 0.23, 1205.0, , 
3747, GP03-395391, Japanese Patent    Jushi Group (CN), 2018, A517653, 61.84, 10.45, 15.08, 9.16, 0.22, 1206.0, , 
3748, GP03-395392, Japanese Patent    Jushi Group (CN), 2018, A517654, 61.39, 11.92, 14.84, 8.97, 0.18, 1204.0, , 
3749, GP03-395393, Japanese Patent    Jushi Group (CN), 2018, A517654, 61.63, 11.96, 14.89, 8.19, 0.19, 1201.0, , 
3750, GP03-395394, Japanese Patent    Jushi Group (CN), 2018, A517654, 61.69, 11.98, 14.9, 8.2, 0.19, 1199.0, , 
3751, GP03-395395, Japanese Patent    Jushi Group (CN), 2018, A517654, 61.72, 11.98, 14.6, 8.66, 0.19, 1197.0, , 
3752, GP03-395396, Japanese Patent    Jushi Group (CN), 2018, A517654, 60.56, 11.7, 15.8, 9.24, 0.22, 1212.0, , 
3753, GP03-395397, Japanese Patent    Jushi Group (CN), 2018, A517654, 61.59, 12.15, 14.25, 9.11, 0.19, 1202.0, , 
3754, GP03-395398, Japanese Patent    Jushi Group (CN), 2018, A517654, 60.92, 12.42, 14.45, 9.14, 0.13, 1210.0, , 
3755, GP03-395399, Japanese Patent    Jushi Group (CN), 2018, A517654, 62.0, 12.07, 14.79, 7.65, 0.19, 1201.0, , 
3756, GP03-395400, Japanese Patent    Jushi Group (CN), 2018, A517654, 61.72, 12.02, 14.73, 8.31, 0.18, 1199.0, , 
3757, GP03-395401, Japanese Patent    Jushi Group (CN), 2018, A517654, 60.8, 13.8, 14.55, 7.19, 0.13, 1220.0, , 
3758, GP03-395402, Japanese Patent    Jushi Group (CN), 2018, A517654, 62.41, 12.05, 14.68, 7.8, 0.27, 1199.0, , 
3759, GP03-395403, Japanese Patent    Jushi Group (CN), 2018, A517654, 62.15, 12.13, 14.15, 8.33, 0.24, 1204.0, , 
3760, GP03-395404, Japanese Patent    Jushi Group (CN), 2018, A517654, 62.1, 12.08, 14.08, 7.96, 0.12, 1197.0, , 
3761, GP03-395405, Japanese Patent    Jushi Group (CN), 2018, A517654, 60.97, 12.71, 14.56, 7.97, 0.12, 1205.0, , 
3762, GP03-395406, Japanese Patent    Jushi Group (CN), 2018, A517654, 61.37, 11.93, 14.77, 9.15, 0.14, 1204.0, , 
3763, GP03-395407, Japanese Patent    Jushi Group (CN), 2018, A517654, 61.16, 11.89, 15.2, 8.78, 0.11, 1200.0, , 
3764, GP03-395408, Japanese Patent    Jushi Group (CN), 2018, A517654, 62.29, 12.09, 14.56, 7.36, 0.15, 1198.0, , 
3765, GP03-395409, Japanese Patent    Jushi Group (CN), 2018, A517654, 60.74, 13.21, 16.55, 6.06, 0.11, 1216.0, , 
3766, GP03-395456, Japanese Patent    AGC (J), 2017, AW061501, 68.0, 10.0, 12.0, 2.0, 8.0, 1300.0, , 
3767, GP03-395457, Japanese Patent    AGC (J), 2017, AW061501, 68.0, 10.0, 9.0, 7.0, 6.0, 1220.0, , 
3768, GP03-395458, Japanese Patent    AGC (J), 2017, AW061501, 66.0, 12.0, 5.0, 9.0, 8.0, 1209.0, , 
3769, GP03-395459, Japanese Patent    AGC (J), 2017, AW061501, 68.0, 8.0, 9.0, 7.0, 6.0, 1211.0, , 
3770, GP03-395460, Japanese Patent    AGC (J), 2017, AW061501, 68.0, 7.0, 9.0, 7.0, 6.0, 1204.0, , 
3771, GP03-395462, Japanese Patent    AGC (J), 2017, AW061501, 68.0, 7.0, 7.0, 9.0, 6.0, 1204.0, , 
3772, GP03-395463, Japanese Patent    AGC (J), 2017, AW061501, 68.0, 8.1, 9.0, 4.9, 8.0, 1210.0, , 
3773, GP03-395464, Japanese Patent    AGC (J), 2017, AW061501, 68.4, 10.6, 3.5, 9.3, 7.2, 1185.0, , 
3774, GP03-395465, Japanese Patent    AGC (J), 2017, AW061501, 68.7, 9.4, 3.5, 10.9, 6.5, 1163.0, , 
3775, GP03-395466, Japanese Patent    AGC (J), 2017, AW061501, 70.0, 8.5, 5.0, 10.0, 5.5, 1190.0, , 
3776, GP03-395467, Japanese Patent    AGC (J), 2017, AW061501, 68.0, 6.0, 9.0, 7.0, 6.0, 1190.0, , 
3777, GP06-395468, Japanese Patent    AGC (J), 2017, AW061501, 64.17, 14.41, , 9.71, 10.71, 1226.0, , 
3778, GP06-395683, Japanese Patent    Nippon Electric Glass (J), 2017, AW122576, 69.9, 15.0, 4.0, 8.0, , 1362.0, , 
3779, GP06-395689, Japanese Patent    Nippon Electric Glass (J), 2017, AW122576, 69.9, 15.0, , 14.0, , 1362.0, , 
3780, GP06-395690, Japanese Patent    Nippon Electric Glass (J), 2017, AW122576, 65.9, 15.0, , 15.0, , 1311.0, , 
3781, GP06-395691, Japanese Patent    Nippon Electric Glass (J), 2017, AW122576, 66.9, 15.0, , 15.0, , 1314.0, , 
3782, GP06-395697, Japanese Patent    Nippon Electric Glass (J), 2017, AW122576, 68.9, 14.0, , 14.0, , 1343.0, , 
3783, GP06-395699, Japanese Patent    Nippon Electric Glass (J), 2017, AW122576, 66.97, 15.02, 3.0, 10.01, , 1254.0, , 
3784, GP03-395852, Japanese Patent    AGC (J), 2018, A104285, 68.0, 10.0, 14.0, , 8.0, 1400.0, , 
3785, GP03-396210, European Patent    Jushi Group (CN), 2018, A3354628, 60.37, 11.76, 15.33, 8.97, 0.14, 1208.0, , 
3786, GP03-396211, European Patent    Jushi Group (CN), 2018, A3354628, 61.46, 10.78, 15.35, 9.07, 0.11, 1202.0, , 
3787, GP03-396212, European Patent    Jushi Group (CN), 2018, A3354628, 61.54, 11.42, 15.47, 7.72, 0.14, 1203.0, , 
3788, GP03-396213, European Patent    Jushi Group (CN), 2018, A3354628, 61.18, 10.99, 15.38, 9.14, 0.14, 1205.0, , 
3789, GP03-396214, European Patent    Jushi Group (CN), 2018, A3354628, 61.12, 11.35, 15.37, 9.13, 0.14, 1201.0, , 
3790, GP03-396215, European Patent    Jushi Group (CN), 2018, A3354628, 60.45, 11.92, 15.22, 9.62, 0.15, 1208.0, , 
3791, GP03-396216, European Patent    Jushi Group (CN), 2018, A3354628, 61.22, 11.08, 15.49, 9.34, 0.13, 1205.0, , 
3792, GP03-396217, European Patent    Jushi Group (CN), 2018, A3354628, 62.32, 11.34, 14.9, 8.55, 0.14, 1200.0, , 
3793, GP03-396218, European Patent    Jushi Group (CN), 2018, A3354628, 61.14, 11.91, 14.97, 8.84, 0.21, 1198.0, , 
3794, GP03-396219, European Patent    Jushi Group (CN), 2018, A3354628, 61.16, 11.91, 14.98, 8.84, 0.21, 1204.0, , 
3795, GP03-396220, European Patent    Jushi Group (CN), 2018, A3354628, 61.03, 11.89, 14.96, 8.82, 0.2, 1210.0, , 
3796, GP03-396221, European Patent    Jushi Group (CN), 2018, A3354628, 60.92, 11.85, 14.24, 9.73, 0.2, 1203.0, , 
3797, GP03-396222, European Patent    Jushi Group (CN), 2018, A3354628, 61.33, 9.75, 15.44, 10.37, 0.17, 1206.0, , 
3798, GP03-396223, European Patent    Jushi Group (CN), 2018, A3354628, 60.55, 11.98, 15.46, 9.27, 0.13, 1203.0, , 
3799, GP03-396224, European Patent    Jushi Group (CN), 2018, A3354628, 61.09, 11.8, 15.6, 8.84, 0.23, 1203.0, , 
3800, GP03-396225, European Patent    Jushi Group (CN), 2018, A3354628, 61.33, 12.07, 15.34, 8.64, 0.22, 1203.0, , 
3801, GP03-396226, European Patent    Jushi Group (CN), 2018, A3354628, 61.52, 10.85, 15.37, 9.13, 0.11, 1200.0, , 
3802, GP03-396227, European Patent    Jushi Group (CN), 2018, A3354628, 61.22, 11.16, 15.37, 9.24, 0.13, 1198.0, , 
3803, GP03-396290, European Patent    Jushi Group (CN), 2018, A3406575, 62.11, 10.41, 14.97, 8.74, 0.21, 1202.0, , 
3804, GP03-396291, European Patent    Jushi Group (CN), 2018, A3406575, 61.88, 10.52, 16.17, 8.5, 0.21, 1206.0, , 
3805, GP03-396292, European Patent    Jushi Group (CN), 2018, A3406575, 62.21, 10.22, 15.59, 8.18, 0.21, 1199.0, , 
3806, GP03-396293, European Patent    Jushi Group (CN), 2018, A3406575, 61.47, 10.19, 14.5, 10.75, 0.23, 1200.0, , 
3807, GP03-396294, European Patent    Jushi Group (CN), 2018, A3406575, 61.29, 10.22, 14.88, 11.15, 0.21, 1208.0, , 
3808, GP03-396295, European Patent    Jushi Group (CN), 2018, A3406575, 61.45, 11.94, 15.75, 7.58, 0.19, 1200.0, , 
3809, GP03-396296, European Patent    Jushi Group (CN), 2018, A3406575, 61.24, 9.92, 18.78, 6.75, 0.23, 1220.0, , 
3810, GP03-396297, European Patent    Jushi Group (CN), 2018, A3406575, 61.7, 10.4, 16.8, 7.61, 0.21, 1206.0, , 
3811, GP03-396298, European Patent    Jushi Group (CN), 2018, A3406575, 61.83, 10.49, 16.85, 7.74, 0.23, 1212.0, , 
3812, GP03-396299, European Patent    Jushi Group (CN), 2018, A3406575, 61.34, 10.24, 15.1, 11.08, 0.21, 1204.0, , 
3813, GP03-396300, European Patent    Jushi Group (CN), 2018, A3406575, 62.03, 10.28, 14.64, 10.07, 0.32, 1202.0, , 
3814, GP03-396301, European Patent    Jushi Group (CN), 2018, A3406575, 61.82, 10.36, 14.5, 11.09, 0.21, 1206.0, , 
3815, GP03-396302, European Patent    Jushi Group (CN), 2018, A3406575, 62.04, 10.11, 14.85, 10.12, 0.21, 1205.0, , 
3816, GP03-396303, European Patent    Jushi Group (CN), 2018, A3406575, 62.88, 9.84, 14.89, 9.38, 0.21, 1203.0, , 
